,count,user
7339,259,U11494@DOM1
7317,263,U11495@DOM1
10561,4,U11497@DOM1
6083,597,U1149@DOM1
10580,3,U114@C1267
292,19569,U114@DOM1
7841,181,U11504@DOM1
10122,18,U11506@C13032
9920,24,U11506@C24100
10377,11,U11506@C4866
7211,285,U1150@DOM1
9072,60,U11510@DOM1
9893,26,U11511@DOM1
4231,1368,U11513@DOM1
9725,31,U11514@DOM1
9483,40,U11515@DOM1
9355,45,U11517@DOM1
4030,1467,U1151@DOM1
8774,80,U11520@DOM1
9279,49,U11521@DOM1
10010,22,U11524@DOM1
6559,442,U11526@DOM1
10232,15,U11527@C12826
10290,14,U11528@C13492
9989,23,U11528@C24980
10237,15,U11528@C26147
10046,21,U11528@C3281
10383,11,U11531@C4790
9611,35,U11533@C3552
9815,28,U11535@DOM1
10178,16,U11536@DOM1
1590,3368,U1153@DOM1
4136,1415,U11540@DOM1
7153,296,U1154@DOM1
7867,177,U11551@DOM1
10332,13,U11553@DOM1
10373,11,U11556@DOM1
7655,207,U11557@C2519
5887,660,U1155@DOM1
7436,241,U11565@DOM1
9283,49,U11566@DOM1
9831,28,U11567@DOM1
5530,790,U1156@DOM1
7951,167,U11570@DOM1
9353,45,U11572@C3139
10344,12,U11576@C15078
7421,245,U11577@DOM1
5800,693,U1157@DOM1
7213,284,U11580@C2772
8323,123,U11582@DOM1
10381,11,U11583@C1593
9567,37,U11586@C25008
7971,164,U11587@C1096
7568,221,U11589@DOM1
47,76382,U1158@DOM1
9182,55,U11590@DOM1
3263,1886,U11591@DOM1
7844,180,U11595@DOM1
9046,61,U11596@DOM1
1122,4377,U1159@DOM1
37,84789,U115@DOM1
3845,1570,U11601@DOM1
9623,35,U11605@DOM1
10304,14,U11607@C26244
10077,19,U11608@DOM1
9451,41,U11609@DOM1
4485,1249,U1160@DOM1
9790,29,U11611@DOM1
6511,458,U11612@C15868
8451,112,U11612@C21220
7367,256,U11612@C22355
7198,287,U11612@C4958
9587,36,U11613@DOM1
8837,76,U11615@DOM1
9666,33,U11616@DOM1
6609,427,U11618@DOM1
5184,927,U11619@DOM1
3759,1616,U1161@DOM1
4848,1084,U11620@DOM1
3357,1821,U11621@C15965
7901,173,U11622@DOM1
6181,565,U11625@DOM1
9813,28,U11628@DOM1
9604,35,U11629@DOM1
9461,41,U1162@C26950
9503,39,U1162@C310
10035,21,U1162@C3810
9243,51,U11633@DOM1
10012,22,U11635@DOM1
10016,22,U11636@DOM1
3626,1679,U1163@DOM1
8973,66,U11641@DOM1
97,40414,U11646@DOM1
803,5978,U1164@DOM1
9130,57,U11650@DOM1
10062,20,U11654@C25163
9949,24,U11655@DOM1
9691,32,U11657@DOM1
9621,35,U11658@DOM1
6890,354,U1165@DOM1
9991,23,U11661@DOM1
9844,27,U11663@DOM1
10403,10,U11665@C25163
2273,2570,U1166@DOM1
7635,211,U11671@DOM1
8266,127,U11672@DOM1
8462,111,U11674@DOM1
10437,9,U11675@C18384
5831,680,U11676@DOM1
9722,31,U11679@DOM1
7833,182,U1167@DOM1
10297,14,U11682@DOM1
8056,152,U11684@DOM1
7259,273,U11685@DOM1
9364,45,U11688@DOM1
3906,1537,U1168@DOM1
3446,1774,U11690@DOM1
10091,19,U11694@DOM1
5378,849,U11695@DOM1
5301,879,U1169@DOM1
1123,4372,U116@DOM1
6581,435,U11701@DOM1
9304,47,U11703@DOM1
8588,99,U11704@C11443
10562,3,U11709@DOM1
3942,1516,U1170@DOM1
5158,939,U1171@DOM1
10354,12,U11720@DOM1
9400,43,U11725@DOM1
6152,573,U11726@DOM1
7207,285,U1172@DOM1
8233,131,U11730@DOM1
7585,219,U11733@DOM1
8606,97,U11735@DOM1
10599,2,U11737@C15556
3696,1646,U1173@DOM1
9223,52,U11740@DOM1
3458,1767,U11743@DOM1
10600,2,U11744@C25388
1181,4189,U11747@DOM1
9045,62,U11749@DOM1
574,9430,U1174@DOM1
10296,14,U11750@C8756
8816,77,U11754@DOM1
5843,675,U11755@C25405
8789,79,U11756@DOM1
6081,598,U11757@DOM1
10396,10,U11758@DOM1
9126,58,U11760@DOM1
10515,6,U11761@C21481
9477,40,U11761@C25584
9773,29,U11763@DOM1
9431,42,U11765@DOM1
8659,91,U11767@DOM1
8185,137,U11768@DOM1
4491,1246,U1176@DOM1
9952,24,U11774@DOM1
5027,1000,U11777@DOM1
8585,100,U11778@DOM1
9327,47,U11779@DOM1
5777,699,U1177@DOM1
10179,16,U11781@C3488
10214,15,U11782@DOM1
8865,73,U11785@DOM1
6934,342,U1178@DOM1
8648,92,U11790@C24978
10287,14,U11796@DOM1
8024,156,U11799@DOM1
4791,1109,U1179@DOM1
38,83771,U117@DOM1
5599,762,U11804@DOM1
9772,29,U11809@DOM1
8980,66,U1180@DOM1
10072,20,U11812@DOM1
5585,769,U11814@DOM1
10168,17,U11815@DOM1
10076,19,U11816@DOM1
2484,2388,U1181@DOM1
9470,41,U11820@DOM1
8500,107,U11822@DOM1
9928,24,U11824@C23385
9495,40,U11825@DOM1
10555,4,U11828@DOM1
4303,1337,U1182@DOM1
9812,28,U11835@DOM1
9643,34,U11837@DOM1
9499,39,U11838@C22783
9592,36,U11839@DOM1
1788,3097,U1183@DOM1
9260,51,U11840@C18933
8307,124,U11845@C23711
10064,20,U11847@C16504
9523,38,U11849@DOM1
3547,1720,U1184@DOM1
4628,1181,U11851@DOM1
10175,16,U11855@DOM1
3047,2016,U1185@DOM1
9617,35,U11862@DOM1
9165,56,U11863@DOM1
9123,58,U11864@DOM1
10500,6,U11867@DOM1
6792,377,U11869@DOM1
10226,15,U1186@C18933
4567,1207,U1186@DOM1
9212,53,U11877@DOM1
9115,58,U11879@DOM1
4958,1025,U1187@DOM1
10509,6,U11881@DOM1
8067,151,U11883@DOM1
8671,89,U11884@C1473
10244,15,U11887@DOM1
9676,32,U11889@DOM1
9341,46,U1188@DOM1
10030,21,U11893@C21389
8596,99,U11894@C24911
9289,48,U11896@C23413
9904,25,U11898@DOM1
4642,1177,U1189@DOM1
8100,147,U118@DOM1
7631,211,U11901@C17021
10215,15,U11908@DOM1
1737,3166,U1190@DOM1
8115,145,U11910@DOM1
9678,32,U11913@DOM1
10224,15,U11914@DOM1
6077,599,U1191@DOM1
9978,23,U11920@DOM1
9764,30,U11923@C25874
8994,65,U11926@DOM1
5712,721,U11929@DOM1
3844,1570,U1192@DOM1
10376,11,U11930@DOM1
10549,4,U11931@DOM1
10159,17,U11932@C4245
5577,772,U11938@DOM1
8244,130,U1193@DOM1
9167,56,U11940@DOM1
9578,37,U11942@DOM1
9916,25,U11943@DOM1
9751,30,U11945@DOM1
7299,266,U1194@C368
10230,15,U11953@DOM1
9872,26,U11954@DOM1
432,13542,U1195@DOM1
9857,27,U11960@C13444
10586,2,U11963@DOM1
10110,18,U11964@C1933
5466,818,U1196@DOM1
10470,8,U11970@C23909
10125,18,U11972@DOM1
9767,29,U11976@DOM1
10292,14,U11979@C13742
10069,20,U11980@C13209
10234,15,U11989@DOM1
3332,1846,U1198@DOM1
8682,88,U11997@DOM1
6681,405,U11998@DOM1
10516,5,U11999@C561
6905,349,U119@DOM1
34,87257,U11@DOM1
10229,15,U12007@DOM1
7623,213,U1200@DOM1
9093,59,U12016@DOM1
9598,36,U12022@C18682
10273,14,U12023@DOM1
9674,32,U12026@DOM1
466,11956,U1202@DOM1
9679,32,U12033@C16561
9095,59,U12034@DOM1
9517,39,U12038@DOM1
2300,2554,U1203@DOM1
6450,479,U12044@DOM1
7702,200,U12047@DOM1
8406,116,U1204@C1771
8318,123,U12058@C2868
2415,2449,U1205@DOM1
9032,63,U12062@C11418
10239,15,U12063@DOM1
9967,23,U12067@DOM1
9211,53,U12069@DOM1
8206,134,U1206@DOM1
7389,251,U12070@DOM1
9777,29,U12075@DOM1
5783,697,U1207@DOM1
9871,26,U12080@DOM1
7398,250,U12087@DOM1
2325,2525,U1208@DOM1
9601,36,U12095@DOM1
8776,80,U12097@C14749
9834,28,U12098@DOM1
9913,25,U12099@DOM1
5457,821,U1209@DOM1
2258,2584,U120@DOM1
9498,39,U12101@DOM1
10038,21,U12103@DOM1
8740,83,U12104@DOM1
9739,30,U12106@DOM1
4157,1404,U1210@DOM1
9437,42,U12119@C25091
6954,338,U1211@DOM1
10070,20,U12124@DOM1
7760,191,U1212@DOM1
6996,327,U12133@DOM1
5534,789,U12135@DOM1
8645,92,U12138@DOM1
5649,741,U1213@DOM1
9028,63,U12140@C1692
10198,16,U12144@DOM1
6193,561,U12146@DOM1
5160,939,U1214@DOM1
7680,204,U12152@DOM1
10259,15,U12153@DOM1
8568,101,U12154@DOM1
8657,91,U1215@DOM1
9935,24,U12161@DOM1
9619,35,U12166@DOM1
8918,70,U12169@C26388
322,18675,U1216@DOM1
5827,684,U12173@DOM1
10260,15,U12175@DOM1
3037,2019,U1217@DOM1
8319,123,U12188@DOM1
6253,539,U1218@DOM1
7785,189,U12190@C22402
10228,15,U12193@DOM1
10153,17,U12196@DOM1
10539,4,U12199@C305
3902,1539,U1219@DOM1
9475,40,U121@C4803
7255,274,U121@DOM1
9066,61,U12202@DOM1
10025,21,U12203@C26563
9493,40,U12205@C12343
9605,35,U12209@DOM1
5469,817,U1220@DOM1
10278,14,U12214@DOM1
10505,6,U12216@DOM1
7366,256,U12217@DOM1
8944,69,U12219@C22381
7444,239,U1221@DOM1
9839,27,U12222@DOM1
10138,17,U12224@DOM1
3673,1658,U1222@DOM1
9516,39,U12232@DOM1
9343,46,U12233@C9611
10363,12,U12234@DOM1
5405,837,U1223@DOM1
8954,68,U12241@DOM1
9855,27,U12243@DOM1
6688,404,U12249@DOM1
6478,470,U1224@DOM1
7739,196,U12250@DOM1
10204,16,U12252@C25738
10274,14,U12257@DOM1
10513,6,U12259@C3552
10397,10,U12259@C5170
10003,22,U1225@DOM1
8721,85,U12261@DOM1
10109,18,U12262@DOM1
10618,1,U12263@C18896
9277,49,U12264@DOM1
6720,395,U12267@DOM1
9603,36,U12268@DOM1
1433,3628,U1226@DOM1
7675,205,U12270@DOM1
9371,45,U12272@C26584
9363,45,U12272@DOM106
9010,64,U12277@DOM1
7169,292,U12278@DOM1
9732,30,U12279@DOM1
7685,204,U1227@DOM1
8807,78,U12281@DOM1
8386,117,U12284@DOM1
8093,148,U12289@DOM4
1297,3914,U1228@DOM1
7325,261,U1229@DOM1
10205,16,U122@DOM1
9851,27,U12307@DOM1
5865,667,U12308@DOM1
8047,153,U12309@C1637
8399,116,U12311@C4800
10551,4,U12312@DOM1
8343,121,U12317@DOM1
2769,2177,U1231@DOM1
10166,17,U12322@DOM1
10099,19,U12327@DOM1
10131,18,U12328@C1438
10186,16,U12329@C3249
3178,1935,U1232@DOM1
10040,21,U12331@DOM1
10607,1,U12332@DOM1
10199,16,U12334@DOM1
9248,51,U12335@DOM1
4618,1184,U1233@DOM1
8901,71,U12341@C5566
9089,59,U12347@DOM1
3303,1864,U1234@DOM1
9718,31,U12351@DOM1
9724,31,U12355@DOM1
6933,342,U12357@DOM5
303,19205,U1235@DOM1
9113,58,U12361@DOM1
9139,57,U12363@DOM1
9015,63,U12367@DOM1
3633,1677,U1236@DOM1
9940,24,U12371@DOM1
9865,26,U12374@DOM1
10595,2,U12376@DOM1
6445,480,U1237@DOM1
10103,18,U12384@DOM1
9640,34,U12387@DOM1
969,4876,U1238@DOM1
10262,14,U12391@DOM1
10601,2,U12393@DOM1
9443,42,U12395@DOM1
5176,931,U1239@DOM1
10521,5,U12407@DOM1
9146,57,U12412@DOM1
10558,4,U12413@DOM5
9460,41,U12416@DOM1
1296,3919,U1241@DOM1
2791,2159,U1244@DOM1
3616,1683,U1245@DOM1
5089,974,U1246@DOM1
8940,69,U1247@DOM1
4794,1107,U1248@DOM1
6011,617,U1249@DOM1
7434,241,U124@DOM1
7370,255,U1250@DOM1
922,5162,U1251@DOM1
9312,47,U1252@DOM1
573,9448,U1253@DOM1
2244,2596,U1254@DOM1
1550,3419,U1255@DOM1
4999,1008,U1256@DOM1
4420,1276,U1257@DOM1
10,229534,U1258@DOM1
7464,236,U1259@DOM1
9468,41,U125@DOM1
9692,32,U1260@DOM1
7750,194,U1261@DOM1
1499,3508,U1262@DOM1
4770,1118,U1263@DOM1
3637,1676,U1264@DOM1
3433,1779,U1265@DOM1
6686,404,U1266@DOM1
5815,686,U1267@DOM1
3054,2010,U1268@DOM1
2013,2832,U1269@DOM1
4730,1134,U126@DOM1
5075,981,U1270@DOM1
1134,4357,U1271@DOM1
6274,530,U1272@DOM1
5545,786,U1273@DOM1
4598,1195,U1274@DOM1
7718,199,U1275@DOM1
3553,1714,U1276@DOM1
3840,1570,U1277@DOM1
3431,1781,U1278@DOM1
4631,1181,U1279@DOM1
6762,384,U127@DOM1
8049,153,U1280@DOM1
2422,2444,U1281@DOM1
5235,907,U1282@DOM1
10576,3,U1283@C21394
2497,2382,U1283@DOM1
1774,3112,U1284@DOM1
6175,567,U1285@DOM1
7066,310,U1286@DOM1
9423,42,U1288@DOM1
200,30266,U1289@DOM1
2917,2091,U1290@DOM1
5410,835,U1291@DOM1
1953,2898,U1292@DOM1
10554,4,U1293@C1817
3095,1984,U1293@DOM1
519,10490,U1294@DOM1
7633,211,U1295@C2527
9947,24,U1296@DOM1
6206,557,U1297@DOM1
3266,1884,U1298@DOM1
3993,1487,U1299@DOM1
627,8394,U12@DOM1
7449,239,U1300@DOM1
5853,671,U1301@DOM1
7666,206,U1302@DOM1
938,5040,U1303@DOM1
8487,108,U1304@DOM1
2753,2194,U1305@DOM1
4134,1416,U1306@DOM1
4591,1197,U1307@DOM1
1111,4403,U1308@DOM1
7516,228,U1309@DOM1
873,5373,U130@DOM1
6395,495,U1310@DOM1
5512,799,U1311@DOM1
1811,3067,U1312@DOM1
1218,4120,U1313@DOM1
10616,1,U1314@C24042
8913,70,U1314@C827
208,29493,U1314@DOM1
7559,222,U1317@DOM1
8124,144,U1318@DOM1
4522,1228,U1319@DOM1
7991,160,U131@DOM1
7494,232,U1320@DOM1
4901,1056,U1321@DOM1
513,10670,U1322@DOM1
2155,2690,U1323@DOM1
5801,693,U1324@DOM1
5335,865,U1325@DOM1
5821,685,U1326@DOM1
1359,3780,U1327@DOM5
2270,2570,U132@DOM1
5348,860,U1330@DOM1
10484,7,U1331@DOM1
5858,670,U1333@DOM1
4338,1322,U1334@DOM1
3350,1829,U1335@DOM1
1431,3630,U1336@DOM1
3797,1594,U1337@DOM1
7683,204,U1338@DOM1
789,6102,U1339@DOM1
4582,1200,U133@DOM1
568,9535,U1340@DOM1
3215,1913,U1341@DOM1
2648,2265,U1342@DOM1
4739,1130,U1343@DOM1
2329,2518,U1344@DOM1
16,158398,U1345@C14870
9714,31,U1345@C26960
4,443278,U1345@DOM1
5000,1008,U1346@DOM1
3892,1542,U1347@DOM1
4914,1051,U1349@DOM1
5481,813,U1350@DOM1
5790,695,U1351@DOM1
2766,2181,U1352@DOM1
4118,1424,U1353@DOM1
4141,1411,U1354@DOM1
3283,1875,U1355@DOM1
6226,548,U1356@DOM1
7919,170,U1358@DOM1
2542,2345,U135@DOM1
5389,845,U1360@DOM1
5345,860,U1361@DOM1
6014,617,U1362@DOM1
6644,416,U1363@DOM1
4674,1159,U1364@DOM1
8183,137,U1365@DOM1
2682,2243,U1366@DOM1
214,29183,U1367@DOM1
3873,1554,U1368@DOM1
640,8268,U1369@DOM1
6601,430,U136@C2076
4809,1099,U1370@DOM1
4178,1391,U1371@DOM1
5573,775,U1372@DOM1
4845,1085,U1373@DOM1
1862,2993,U1374@DOM1
2505,2377,U1375@DOM1
3601,1691,U1376@DOM1
5327,869,U1377@DOM1
8970,67,U1378@DOM1
3740,1626,U1379@DOM1
305,19134,U137@C1673
307,19058,U137@C1879
308,18998,U137@C1998
528,10369,U137@C2083
318,18780,U137@C2298
497,11095,U137@C2359
319,18767,U137@C2368
344,17786,U137@C2631
335,18076,U137@C2707
313,18949,U137@C2783
455,12457,U137@C2892
560,9724,U137@C3015
325,18624,U137@C3033
347,17699,U137@C3055
314,18925,U137@C3056
302,19205,U137@C3070
320,18766,U137@C3219
416,14336,U137@C3244
312,18957,U137@C3414
326,18567,U137@C3492
300,19261,U137@C808
4154,1406,U1380@DOM1
7808,184,U1381@C4299
1161,4250,U1381@DOM1
7485,234,U1382@C21357
903,5228,U1382@DOM1
387,15727,U1383@DOM1
6532,452,U1384@DOM1
4972,1018,U1385@DOM1
859,5484,U1386@DOM1
3754,1620,U1387@DOM1
3363,1818,U1388@DOM1
3305,1863,U1389@DOM1
35,86687,U138@DOM1
3793,1597,U1390@DOM1
6718,395,U1391@DOM1
4962,1023,U1392@DOM1
954,4960,U1393@DOM1
1753,3143,U1394@DOM1
2257,2588,U1395@DOM1
6059,603,U1396@DOM1
8395,116,U1397@DOM1
3578,1702,U1398@DOM1
8556,102,U1399@DOM1
1207,4136,U139@DOM1
1362,3773,U13@DOM1
7800,186,U1400@DOM1
3086,1988,U1401@DOM1
4725,1136,U1402@DOM1
6892,354,U1403@DOM1
7088,307,U1404@DOM1
5936,640,U1405@DOM1
6380,497,U1406@DOM1
2601,2293,U1407@DOM1
3144,1954,U1408@DOM1
9164,56,U1409@DOM1
2192,2639,U140@DOM1
1669,3249,U1410@DOM1
5434,829,U1411@DOM1
5295,880,U1413@DOM1
7009,324,U1414@DOM1
8131,143,U1415@DOM1
8163,139,U1416@DOM1
5664,737,U1418@DOM1
5186,927,U1419@DOM1
1391,3694,U141@DOM1
5501,805,U1420@DOM1
1322,3862,U1421@DOM1
683,7422,U1422@DOM1
9161,56,U1423@DOM1
791,6077,U1424@DOM1
5246,899,U1425@DOM1
4072,1444,U1426@DOM1
731,6840,U1427@DOM1
2979,2057,U1428@DOM1
2324,2526,U1429@DOM1
43,80800,U142@DOM1
884,5323,U1430@DOM1
4196,1384,U1431@DOM1
4517,1231,U1432@DOM1
8184,137,U1433@DOM1
6263,533,U1434@DOM1
2869,2111,U1435@DOM1
4399,1289,U1436@DOM1
5085,976,U1437@DOM1
5785,697,U1438@DOM1
1887,2972,U143@DOM1
966,4886,U1440@DOM1
3096,1983,U1441@DOM1
3861,1560,U1442@DOM1
2579,2310,U1443@DOM1
7362,257,U1444@DOM1
8641,93,U1445@DOM1
9143,57,U1446@DOM1
9160,56,U1447@DOM1
4382,1299,U1448@DOM1
7931,169,U1449@DOM1
7316,263,U144@DOM1
3270,1880,U1450@DOM1
4059,1451,U1451@DOM1
4168,1397,U1452@DOM1
6426,486,U1453@DOM1
1214,4127,U1454@DOM1
1252,3993,U1455@DOM1
3570,1707,U1456@DOM1
4886,1066,U1457@DOM1
6065,602,U1458@DOM1
2284,2565,U1459@DOM1
7734,196,U145@DOM1
6304,520,U1460@DOM1
3702,1644,U1462@DOM1
4090,1435,U1463@DOM1
2989,2051,U1464@C2769
7154,296,U1465@C16006
7761,191,U1465@C2729
5154,940,U1466@DOM1
7622,213,U1467@C3597
9034,62,U1467@DOM1
9348,45,U1468@C545
3185,1932,U1469@DOM1
1929,2922,U146@DOM1
8199,135,U1470@DOM1
8314,124,U1471@C20905
9229,52,U1471@C21415
9135,57,U1471@C21736
9787,29,U1471@C21742
9909,25,U1471@C21751
8861,74,U1471@C21785
8911,70,U1471@C21794
8732,84,U1471@C21805
9575,37,U1471@C21816
3670,1661,U1471@DOM1
10526,5,U1472@DOM1
9141,57,U1473@C589
2501,2381,U1474@C453
9209,53,U1475@DOM1
787,6110,U1477@DOM1
2687,2238,U1478@DOM1
4505,1238,U1479@DOM1
11,226544,U147@DOM1
10355,12,U1480@C1832
489,11298,U1480@DOM1
9097,59,U1481@DOM5
3854,1564,U1482@DOM1
2292,2559,U1483@DOM1
615,8679,U1484@DOM1
4543,1219,U1485@DOM1
2901,2099,U1486@DOM1
8760,82,U1487@DOM1
8351,120,U1488@DOM1
5315,872,U1489@DOM1
5229,910,U148@DOM1
1128,4368,U1490@DOM1
1101,4432,U1491@DOM1
1248,4014,U1492@DOM1
9456,41,U1493@DOM1
5094,970,U1494@DOM1
1763,3130,U1495@DOM1
8174,138,U1496@DOM1
2113,2734,U1497@DOM1
6811,371,U1498@DOM1
848,5588,U1499@DOM1
421,14025,U149@DOM1
6695,403,U14@DOM1
8656,91,U1500@DOM1
7762,191,U1501@DOM1
4559,1211,U1502@DOM1
1547,3422,U1503@DOM1
3552,1718,U1504@DOM1
3736,1628,U1505@DOM1
430,13560,U1506@DOM1
4064,1446,U1508@DOM1
6316,515,U1509@DOM1
6671,407,U150@DOM1
4133,1416,U1510@DOM1
1142,4319,U1511@DOM1
758,6366,U1513@DOM1
6100,593,U1515@DOM1
8445,113,U1516@DOM1
10553,4,U1519@DOM1
556,9774,U151@DOM1
5419,833,U1521@DOM1
237,25243,U1522@DOM1
7099,305,U1522@DOM3
6140,576,U1523@DOM1
10203,16,U1524@C23021
2119,2727,U1524@DOM1
9137,57,U1525@DOM1
6958,337,U1526@DOM1
4132,1416,U1527@DOM1
1664,3257,U1528@DOM1
4759,1122,U1529@DOM1
7410,248,U152@DOM1
3893,1542,U1530@DOM1
4500,1241,U1531@DOM1
2656,2258,U1534@C1432
7446,239,U1534@C1624
6729,391,U1534@C2148
8102,146,U1534@C3185
8899,71,U1534@C3570
4821,1094,U1535@DOM1
8159,139,U1537@DOM1
3619,1682,U1538@DOM1
10065,20,U1539@DOM1
6742,389,U153@DOM1
3727,1630,U1543@DOM1
3109,1977,U1544@DOM1
3353,1826,U1547@DOM5
7741,195,U1548@DOM1
6287,525,U1549@DOM1
15,179967,U154@C398
7904,172,U1550@DOM1
9054,61,U1552@C463
671,7585,U1552@DOM1
10519,5,U1553@DOM1
10210,15,U1557@DOM1
9939,24,U1558@C4695
3280,1876,U1559@DOM1
4246,1362,U155@DOM1
6026,613,U1560@C4858
8737,84,U1561@DOM1
7058,312,U1562@C4728
8407,116,U1563@DOM1
7374,254,U1564@DOM1
1892,2969,U1568@DOM1
4054,1453,U156@DOM1
8430,114,U1570@DOM1
8800,78,U1571@DOM1
403,15168,U1572@DOM1
5531,790,U1573@DOM1
10536,4,U1574@DOM1
6683,404,U1575@DOM1
1138,4337,U1576@DOM1
6944,340,U1579@DOM1
2044,2805,U157@DOM1
1349,3825,U1580@DOM1
8515,105,U1582@DOM1
380,16229,U1584@DOM1
7961,165,U1586@DOM1
4326,1329,U1587@DOM1
2532,2354,U1588@DOM1
1041,4654,U1589@DOM1
2890,2105,U158@DOM1
7646,209,U1590@DOM1
7266,272,U1591@DOM1
107,37707,U1592@DOM1
10360,12,U1593@DOM1
6524,455,U1595@DOM1
492,11170,U1596@DOM1
7178,290,U1598@DOM1
3197,1923,U1599@DOM1
5175,932,U159@DOM1
587,9166,U1600@DOM1
4654,1170,U1601@DOM1
249,23561,U1602@C1789
6801,376,U1603@DOM5
6574,438,U1604@DOM1
1594,3365,U1606@DOM1
8061,152,U1607@DOM1
5081,978,U1608@DOM1
1514,3474,U1609@DOM1
2862,2115,U160@DOM1
2509,2373,U1610@DOM1
6810,371,U1611@DOM1
1579,3387,U1612@DOM1
3499,1745,U1613@DOM1
7895,174,U1614@DOM1
5697,727,U1615@DOM1
3504,1743,U1616@DOM1
1319,3868,U1617@DOM1
8459,111,U1618@DOM1
5228,911,U1619@DOM1
8268,127,U161@DOM1
5332,867,U1620@DOM1
2967,2065,U1621@DOM1
5624,749,U1622@DOM1
7694,202,U1623@DOM1
1416,3658,U1624@DOM1
9756,30,U1625@C2077
10454,8,U1625@C5024
8099,147,U1627@DOM1
1233,4057,U1628@DOM1
6662,410,U1629@DOM1
1019,4739,U162@DOM1
763,6291,U1630@DOM1
793,6062,U1631@DOM1
7930,169,U1633@DOM1
3761,1615,U1634@DOM1
6764,384,U1636@DOM1
9401,43,U1637@DOM1
6384,497,U1638@DOM1
5694,728,U1639@DOM1
55,68607,U163@DOM1
918,5189,U1641@DOM1
3027,2026,U1642@DOM1
7231,280,U1643@DOM1
8906,71,U1644@DOM1
8839,76,U1645@DOM1
1789,3096,U1646@DOM1
10338,13,U1647@DOM1
6486,466,U1648@DOM1
7127,300,U1649@DOM1
10596,2,U164@DOM1
7887,174,U1650@DOM1
1475,3555,U1651@DOM1
4991,1012,U1652@DOM1
6224,549,U1654@DOM1
6904,350,U1655@DOM1
6654,413,U1656@DOM1
9152,56,U1658@DOM1
6385,496,U1659@DOM1
904,5223,U165@DOM1
6121,584,U1660@DOM1
5143,947,U1661@DOM1
3813,1585,U1662@DOM1
7371,255,U1663@DOM1
6508,458,U1664@DOM1
6033,611,U1665@DOM1
2749,2197,U1668@DOM1
8449,112,U1669@DOM1
3565,1708,U166@DOM1
2993,2047,U1670@DOM1
7252,275,U1671@DOM1
7927,169,U1672@DOM1
7937,168,U1673@DOM1
6860,360,U1676@DOM1
2855,2120,U1677@DOM1
7551,224,U1679@DOM1
8476,109,U167@DOM1
8510,106,U1680@DOM1
3434,1779,U1681@DOM1
1988,2855,U1682@DOM1
7477,235,U1683@DOM1
7886,174,U1684@DOM1
9187,54,U1685@DOM1
7556,223,U1686@DOM1
2923,2087,U1687@DOM1
3346,1830,U1688@DOM1
7647,208,U168@DOM1
1643,3300,U1690@DOM1
5306,876,U1691@DOM1
2885,2107,U1692@DOM1
2055,2800,U1693@DOM1
2203,2628,U1694@DOM1
8846,74,U1695@DOM1
4300,1339,U1696@DOM1
9210,53,U1698@DOM1
8325,122,U169@C1149
8408,116,U169@C1622
9111,58,U169@C1646
8246,130,U169@C1673
9048,61,U169@C1678
8348,120,U169@C1870
8413,116,U169@C1940
8299,125,U169@C2245
8393,116,U169@C2278
9235,52,U169@C2706
5219,915,U16@DOM1
736,6766,U1700@DOM1
8309,124,U1701@DOM1
6714,396,U1702@C4804
628,8381,U1703@DOM1
7181,290,U1705@DOM1
10467,8,U1706@DOM1
5733,713,U1707@DOM1
6682,405,U1708@C1092
8173,138,U1708@C1577
8324,122,U1708@C240
6784,379,U1708@C26688
339,17995,U170@C1045
8094,147,U170@C24156
8335,122,U170@C26388
2972,2061,U1710@DOM1
3437,1777,U1711@DOM1
9427,42,U1712@DOM1
1140,4328,U1713@DOM1
8546,103,U1714@C613
9741,30,U1715@DOM5
5406,837,U1717@DOM1
10479,7,U1718@C1200
10491,7,U1718@C17640
9556,37,U1718@C24221
10055,20,U1718@C24614
9925,24,U1718@C2519
10123,18,U1718@C26099
7369,255,U1718@C2649
9197,54,U1718@C2660
9980,23,U1718@C26642
9864,26,U1718@C3100
8833,76,U1718@C473
8586,99,U1718@C565
10193,16,U1718@DOM186
9894,26,U1718@DOM273
2776,2170,U1719@DOM1
7079,309,U171@DOM1
5493,809,U1721@DOM1
2739,2201,U1722@DOM1
502,10937,U1723@DOM1
3849,1568,U1725@DOM1
6816,369,U1726@DOM1
7175,290,U1727@DOM1
1245,4016,U1728@DOM1
2041,2808,U1729@DOM1
5162,938,U172@DOM1
1438,3616,U1730@DOM1
7183,290,U1731@DOM1
125,35413,U1733@DOM1
6417,489,U1734@DOM1
5631,747,U1735@DOM1
7179,290,U1736@DOM1
6734,391,U1737@DOM1
2383,2475,U1738@DOM1
8558,102,U1739@DOM1
4112,1428,U173@DOM1
7180,290,U1740@DOM1
9481,40,U1741@DOM1
929,5095,U1742@DOM1
1661,3262,U1743@DOM1
1444,3609,U1744@DOM1
539,10151,U1745@DOM1
7184,290,U1746@DOM1
210,29447,U1747@DOM1
3510,1739,U1748@DOM1
864,5422,U1749@DOM1
30,94382,U174@DOM1
3233,1902,U1750@DOM1
5139,948,U1751@DOM1
6621,425,U1752@DOM5
399,15254,U1754@DOM1
6370,502,U1755@DOM1
6047,607,U1756@DOM1
3961,1507,U1758@DOM1
7546,224,U1759@DOM1
2449,2417,U175@DOM1
7465,236,U1760@DOM1
4487,1248,U1761@DOM1
